Episode 137	Average Score: 1.92
Episode 138	Average Score: 1.97
Episode 139	Average Score: 1.97
Episode 140	Average Score: 1.98
Episode 141	Average Score: 2.01
Episode 142	Average Score: 2.08
Episode 143	Average Score: 2.14
Episode 144	Average Score: 2.14
Episode 145	Average Score: 2.20
Episode 146	Average Score: 2.31
Episode 147	Average Score: 2.33
Episode 148	Average Score: 2.37
Episode 149	Average Score: 2.43
Episode 150	Average Score: 2.44
Episode 151	Average Score: 2.44
Episode 152	Average Score: 2.48
Episode 153	Average Score: 2.53
Episode 154	Average Score: 2.58
Episode 155	Average Score: 2.64
Episode 156	Average Score: 2.64
Episode 157	Average Score: 2.65
Episode 158	Average Score: 2.70
Episode 159	Average Score: 2.71
Episode 160	Average Score: 2.78
Episode 161	Average Score: 2.86
Episode 162	Average Score: 2.90
Episode 163	Average Score: 2.94
Episode 164	Average Score: 2.96
Episode 165	Average Score: 3.01
Episode 166	Average Score: 3.04
Episode 167	Average Score: 3.04
Episode 168	Average Score: 3.14
Episode 169	Average Score: 3.17
Episode 170	Average Score: 3.21
Episode 171	Average Score: 3.23
Episode 172	Average Score: 3.27
Episode 173	Average Score: 3.34
Episode 174	Average Score: 3.42
Episode 175	Average Score: 3.51
Episode 176	Average Score: 3.51
Episode 177	Average Score: 3.55
Episode 178	Average Score: 3.60
Episode 179	Average Score: 3.67
Episode 180	Average Score: 3.73
Episode 181	Average Score: 3.71
Episode 182	Average Score: 3.78
Episode 183	Average Score: 3.80
Episode 184	Average Score: 3.85
Episode 185	Average Score: 3.91
Episode 186	Average Score: 3.96
Episode 187	Average Score: 3.95
Episode 188	Average Score: 3.94
Episode 189	Average Score: 3.99
Episode 190	Average Score: 4.05
Episode 191	Average Score: 4.06
Episode 192	Average Score: 4.06
Episode 193	Average Score: 4.10
Episode 194	Average Score: 4.18
Episode 195	Average Score: 4.27
Episode 196	Average Score: 4.28
Episode 197	Average Score: 4.32
Episode 198	Average Score: 4.34
Episode 199	Average Score: 4.37
Episode 200	Average Score: 4.43
Episode 200	Average Score: 4.43
Episode 201	Average Score: 4.45
Episode 202	Average Score: 4.50
Episode 203	Average Score: 4.56
Episode 204	Average Score: 4.62
Episode 205	Average Score: 4.64
Episode 206	Average Score: 4.63
Episode 207	Average Score: 4.65
Episode 208	Average Score: 4.64
Episode 209	Average Score: 4.62
Episode 210	Average Score: 4.69
Episode 211	Average Score: 4.75
Episode 212	Average Score: 4.79
Episode 213	Average Score: 4.82
Episode 214	Average Score: 4.81
Episode 215	Average Score: 4.84
Episode 216	Average Score: 4.89
Episode 217	Average Score: 4.90
Episode 218	Average Score: 5.02
Episode 219	Average Score: 5.10
Episode 220	Average Score: 5.19
Episode 221	Average Score: 5.21
Episode 222	Average Score: 5.22
Episode 223	Average Score: 5.32
Episode 224	Average Score: 5.33
Episode 225	Average Score: 5.34
Episode 226	Average Score: 5.42
Episode 227	Average Score: 5.49
Episode 228	Average Score: 5.52
Episode 229	Average Score: 5.62
Episode 230	Average Score: 5.64
Episode 231	Average Score: 5.61
Episode 232	Average Score: 5.73
Episode 233	Average Score: 5.73
Episode 234	Average Score: 5.67
Episode 235	Average Score: 5.71
Episode 236	Average Score: 5.76
Episode 237	Average Score: 5.83
Episode 238	Average Score: 5.78
Episode 239	Average Score: 5.81
Episode 240	Average Score: 5.80
Episode 241	Average Score: 5.84
Episode 242	Average Score: 5.85
Episode 243	Average Score: 5.92
Episode 244	Average Score: 5.94
Episode 245	Average Score: 5.94
Episode 246	Average Score: 5.95
Episode 247	Average Score: 6.03
Episode 248	Average Score: 6.07
Episode 249	Average Score: 6.12
Episode 250	Average Score: 6.14
Episode 251	Average Score: 6.20
Episode 252	Average Score: 6.24
Episode 253	Average Score: 6.26
Episode 254	Average Score: 6.29
Episode 255	Average Score: 6.28
Episode 256	Average Score: 6.33
Episode 257	Average Score: 6.38
Episode 258	Average Score: 6.39
Episode 259	Average Score: 6.47
Episode 260	Average Score: 6.55
Episode 261	Average Score: 6.54
Episode 262	Average Score: 6.58
Episode 263	Average Score: 6.60
Episode 264	Average Score: 6.64
Episode 265	Average Score: 6.67
Episode 266	Average Score: 6.68
Episode 267	Average Score: 6.77
Episode 268	Average Score: 6.72
Episode 269	Average Score: 6.82
Episode 270	Average Score: 6.87
Episode 271	Average Score: 6.93
Episode 272	Average Score: 6.99
Episode 273	Average Score: 7.00
Episode 274	Average Score: 6.97
Episode 275	Average Score: 6.95
Episode 276	Average Score: 7.02
Episode 277	Average Score: 7.01
Episode 278	Average Score: 7.02
Episode 279	Average Score: 7.00
Episode 280	Average Score: 7.00
Episode 281	Average Score: 7.05
Episode 282	Average Score: 7.02
Episode 283	Average Score: 7.03
Episode 284	Average Score: 7.04
Episode 285	Average Score: 7.02
Episode 286	Average Score: 7.02
Episode 287	Average Score: 7.05
Episode 288	Average Score: 7.09
Episode 289	Average Score: 7.04
Episode 290	Average Score: 7.05
Episode 291	Average Score: 7.06
Episode 292	Average Score: 7.06
Episode 293	Average Score: 7.08
Episode 294	Average Score: 7.05
Episode 295	Average Score: 7.06
Episode 296	Average Score: 7.10
Episode 297	Average Score: 7.11
Episode 298	Average Score: 7.10
Episode 299	Average Score: 7.12
Episode 300	Average Score: 7.12
Episode 300	Average Score: 7.12
Episode 301	Average Score: 7.10
Episode 302	Average Score: 7.12
Episode 303	Average Score: 7.14
Episode 304	Average Score: 7.14
Episode 305	Average Score: 7.26
Episode 306	Average Score: 7.31
Episode 307	Average Score: 7.30
Episode 308	Average Score: 7.35
Episode 309	Average Score: 7.39
Episode 310	Average Score: 7.40
Episode 311	Average Score: 7.41
Episode 312	Average Score: 7.45
Episode 313	Average Score: 7.49
Episode 314	Average Score: 7.55
Episode 315	Average Score: 7.56
Episode 316	Average Score: 7.52
Episode 317	Average Score: 7.57
Episode 318	Average Score: 7.55
Episode 319	Average Score: 7.55
Episode 320	Average Score: 7.57
Episode 321	Average Score: 7.59
Episode 322	Average Score: 7.66
Episode 323	Average Score: 7.67
Episode 324	Average Score: 7.76
Episode 325	Average Score: 7.81
Episode 326	Average Score: 7.81
Episode 327	Average Score: 7.78
Episode 328	Average Score: 7.80
Episode 329	Average Score: 7.80
Episode 330	Average Score: 7.85
Episode 331	Average Score: 7.88
Episode 332	Average Score: 7.84
Episode 333	Average Score: 7.94
Episode 334	Average Score: 8.05
Episode 335	Average Score: 8.05
Episode 336	Average Score: 8.12
Episode 337	Average Score: 8.15
Episode 338	Average Score: 8.25
Episode 339	Average Score: 8.32
Episode 340	Average Score: 8.36
Episode 341	Average Score: 8.37
Episode 342	Average Score: 8.35
Episode 343	Average Score: 8.36
Episode 344	Average Score: 8.49
Episode 345	Average Score: 8.50
Episode 346	Average Score: 8.52
Episode 347	Average Score: 8.56
Episode 348	Average Score: 8.57
Episode 349	Average Score: 8.51
Episode 350	Average Score: 8.54
Episode 351	Average Score: 8.64
Episode 352	Average Score: 8.63
Episode 353	Average Score: 8.65
Episode 354	Average Score: 8.62
Episode 355	Average Score: 8.68
Episode 356	Average Score: 8.73
Episode 357	Average Score: 8.82
Episode 358	Average Score: 8.89
Episode 359	Average Score: 8.91
Episode 360	Average Score: 8.89
Episode 361	Average Score: 8.89
Episode 362	Average Score: 8.91
Episode 363	Average Score: 8.97
Episode 364	Average Score: 8.96
Episode 365	Average Score: 8.99
Episode 366	Average Score: 9.06
Episode 367	Average Score: 9.07
Episode 368	Average Score: 9.16
Episode 369	Average Score: 9.15
Episode 370	Average Score: 9.17
Episode 371	Average Score: 9.18
Episode 372	Average Score: 9.27
Episode 373	Average Score: 9.27
Episode 374	Average Score: 9.30
Episode 375	Average Score: 9.33
Episode 376	Average Score: 9.36
Episode 377	Average Score: 9.39
Episode 378	Average Score: 9.38
Episode 379	Average Score: 9.38
Episode 380	Average Score: 9.42
Episode 381	Average Score: 9.43
Episode 382	Average Score: 9.46
Episode 383	Average Score: 9.49
Episode 384	Average Score: 9.53
Episode 385	Average Score: 9.56
Episode 386	Average Score: 9.66
Episode 387	Average Score: 9.72
Episode 388	Average Score: 9.81
Episode 389	Average Score: 9.95
Episode 390	Average Score: 9.97
Episode 391	Average Score: 9.98
Episode 392	Average Score: 9.98
Episode 393	Average Score: 10.00
Episode 394	Average Score: 10.02
Episode 395	Average Score: 10.06
Episode 396	Average Score: 10.10
Episode 397	Average Score: 10.07
Episode 398	Average Score: 10.08
Episode 399	Average Score: 10.08
Episode 400	Average Score: 10.13
Episode 400	Average Score: 10.13
Episode 401	Average Score: 10.17
Episode 402	Average Score: 10.16
Episode 403	Average Score: 10.14
Episode 404	Average Score: 10.16
Episode 405	Average Score: 10.08
Episode 406	Average Score: 10.07
Episode 407	Average Score: 10.01
Episode 408	Average Score: 10.02
Episode 409	Average Score: 9.98
Episode 410	Average Score: 10.02
Episode 411	Average Score: 10.02
Episode 412	Average Score: 10.01
Episode 413	Average Score: 10.09
Episode 414	Average Score: 10.13
Episode 415	Average Score: 10.19
Episode 416	Average Score: 10.30
Episode 417	Average Score: 10.31
Episode 418	Average Score: 10.28
Episode 419	Average Score: 10.26
Episode 420	Average Score: 10.28
Episode 421	Average Score: 10.33
Episode 422	Average Score: 10.34
Episode 423	Average Score: 10.35
Episode 424	Average Score: 10.35
Episode 425	Average Score: 10.37
Episode 426	Average Score: 10.32
Episode 427	Average Score: 10.35
Episode 428	Average Score: 10.39
Episode 429	Average Score: 10.42
Episode 430	Average Score: 10.41
Episode 431	Average Score: 10.39
Episode 432	Average Score: 10.42
Episode 433	Average Score: 10.38
Episode 434	Average Score: 10.43
Episode 435	Average Score: 10.53
Episode 436	Average Score: 10.49
Episode 437	Average Score: 10.55
Episode 438	Average Score: 10.51
Episode 439	Average Score: 10.42
Episode 440	Average Score: 10.47
Episode 441	Average Score: 10.49
Episode 442	Average Score: 10.57
Episode 443	Average Score: 10.54
Episode 444	Average Score: 10.52
Episode 445	Average Score: 10.58
Episode 446	Average Score: 10.56
Episode 447	Average Score: 10.54
Episode 448	Average Score: 10.56
Episode 449	Average Score: 10.64
Episode 450	Average Score: 10.72
Episode 451	Average Score: 10.68
Episode 452	Average Score: 10.77
Episode 453	Average Score: 10.81
Episode 454	Average Score: 10.81
Episode 455	Average Score: 10.82
Episode 456	Average Score: 10.90
Episode 457	Average Score: 10.89
Episode 458	Average Score: 10.90
Episode 459	Average Score: 10.91
Episode 460	Average Score: 10.86
Episode 461	Average Score: 10.93
Episode 462	Average Score: 10.98
Episode 463	Average Score: 10.99
Episode 464	Average Score: 11.07
Episode 465	Average Score: 11.03
Episode 466	Average Score: 11.02
Episode 467	Average Score: 11.07
Episode 468	Average Score: 11.04
Episode 469	Average Score: 11.00
Episode 470	Average Score: 10.98
Episode 471	Average Score: 11.01
Episode 472	Average Score: 10.94
Episode 473	Average Score: 10.94
Episode 474	Average Score: 10.99
Episode 475	Average Score: 11.04
Episode 476	Average Score: 11.06
Episode 477	Average Score: 11.13
Episode 478	Average Score: 11.10
Episode 479	Average Score: 11.16
Episode 480	Average Score: 11.23
Episode 481	Average Score: 11.27
Episode 482	Average Score: 11.34
Episode 483	Average Score: 11.38
Episode 484	Average Score: 11.41
Episode 485	Average Score: 11.44
Episode 486	Average Score: 11.41
Episode 487	Average Score: 11.43
Episode 488	Average Score: 11.42
Episode 489	Average Score: 11.40
Episode 490	Average Score: 11.42
Episode 491	Average Score: 11.45
Episode 492	Average Score: 11.54
Episode 493	Average Score: 11.62
Episode 494	Average Score: 11.69
Episode 495	Average Score: 11.69
Episode 496	Average Score: 11.73
Episode 497	Average Score: 11.89
Episode 498	Average Score: 11.98
Episode 499	Average Score: 12.04
Episode 500	Average Score: 12.04
Episode 500	Average Score: 12.04
Episode 501	Average Score: 12.08
Episode 502	Average Score: 12.16
Episode 503	Average Score: 12.18
Episode 504	Average Score: 12.21
Episode 505	Average Score: 12.22
Episode 506	Average Score: 12.22
Episode 507	Average Score: 12.36
Episode 508	Average Score: 12.38
Episode 509	Average Score: 12.47
Episode 510	Average Score: 12.46
Episode 511	Average Score: 12.51
Episode 512	Average Score: 12.56
Episode 513	Average Score: 12.53
Episode 514	Average Score: 12.57
Episode 515	Average Score: 12.58
Episode 516	Average Score: 12.62
Episode 517	Average Score: 12.63
Episode 518	Average Score: 12.65
Episode 519	Average Score: 12.73
Episode 520	Average Score: 12.75
Episode 521	Average Score: 12.74
Episode 522	Average Score: 12.70
Episode 523	Average Score: 12.70
Episode 524	Average Score: 12.72
Episode 525	Average Score: 12.68
Episode 526	Average Score: 12.78
Episode 527	Average Score: 12.76
Episode 528	Average Score: 12.81
Episode 529	Average Score: 12.76
Episode 530	Average Score: 12.83
Episode 531	Average Score: 12.88
Episode 532	Average Score: 12.93
Episode 533	Average Score: 12.95
Episode 534	Average Score: 12.93
Episode 535	Average Score: 12.81
Episode 536	Average Score: 12.90
Episode 537	Average Score: 12.95
Episode 538	Average Score: 13.05

Environment solved in 438 episodes!	Average Score: 13.05
